Table 2.3.5U. Personal Consumption Expenditures by Major Type of Product and by Major Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,        Gasoline and other energy goods,15021,15174,15186,15039,15332,15456,15330,15270,15024,15659,15942,15042,15152,15188,16148,16133,15572,15876,15744,15891,16118,15803,15974,16106,15947,15739,15581,15809,15597,15782,15774,15657,15756,15540,15935,15558,15850,16020,16322,16279,16206,16107,15945,16092,16343,16672,16826,17128,17316,17200,16864,16657,17130,16449,16520,17035,17035,16571,16623,17668,17156,17198,17227,17421,17181,17701,17705,18084,18020,18626,17655,17934,17802,18463,18623,18810,18792,19210,19556,19265,19485,19964,19861,19748,19991,19747,19919,20266,20400,20631,20676,21003,21217,21276,21045,21695,21235,21999,21119,21164,22231,22041,22225,21554,21879,21871,22651,22545,22729,23168,23039,22974,22823,23137,23335,23529,23462,23365,23460,23582,23717,24144,24922,24870,25064,25155,24937,25141,25095,25474,25537,25563,26120,25587,25866,25937,26124,26233,26431,26005,26562,26654,26715,27192,27703,27265,27188,27410,27061,27591,27004,27823,28401,27989,28480,27850,28145,28322,28543,28294,28529,28275,28822,29766,29931,30781,31349,31960,32004,32953,32616,33238,33828,33297,33841,34168,34695,35982,38217,37061,37349,39238,41036,42778,44638,45104,46244,45038,45660,46758,45092,47257,46147,45647,45164,46675,46674,47497,48815,50096,49289,49736,49441,51060,52358,50461,50582,50976,51280,52524,52699,52863,54121,54886,56577,56828,57834,56236,55617,57681,57352,56936,57662,57658,58379,58856,59055,60536,59985,59904,60723,60264,61813,59709,61272,61070,61156,62693,64038,64808,65831,70369,70197,72415,74887,77928,81461,86813,90045,91162,89966,93579,96717,101113,107115,104827,102182,101636,101316,100864,100743,101239,100368,104652,111464,112590,116286,114523,113528,115168,112045,111885,113867,112699,113444,113815,113689,112122,110082,106221,104907,107118,109793,108356,107888,107686,108991,103347,105940,98941,104011,101917,105953,108057,108931,110126,108788,109305,106242,109262
12,        Other nondurable goods,23840,23666,27261,25607,25131,24610,25012,25858,26445,26196,25995,25975,26333,26380,26683,27206,26726,26966,27253,27309,27287,27827,27615,27436,27560,27868,28206,28301,28380,28229,28585,28547,28820,29004,29444,29793,30010,29975,30322,30429,30488,30290,30431,30670,31363,31197,31438,31460,31772,31839,32075,32119,31999,32760,32830,33215,32810,33021,32797,32960,33294,33877,33817,33502,34520,34332,35002,35236,35064,34985,34798,35115,35695,36053,36001,36658,37031,36444,36978,36892,37418,38566,38512,38380,39072,39544,40081,40992,40313,40769,41272,41100,41515,41609,41759,41542,41938,42447,42504,42973,42653,42962,42877,43726,43707,43023,43398,44117,44804,44994,45484,45535,46103,46685,46978,47312,47014,47336,47904,47611,47863,48216,48345,48901,49169,49010,49701,50382,50403,50577,50818,50918,52070,51929,52325,52376,53074,53056,53510,54056,54545,55102,55136,55589,55367,55663,55181,55243,55112,55380,55812,56112,56225,56279,56595,57246,57392,57734,58689,59357,59593,59922,60552,60408,61010,61607,61950,61965,62936,63595,63909,64305,64685,65822,66363,66166,67332,67430,68312,69057,69936,70535,70701,71181,71482,71807,71687,73283,73102,73383,74314,73209,74529,74895,75501,74491,77614,77750,78353,78688,79118,79154,81176,81325,82505,82481,83138,84357,84153,85380,85358,86030,86105,86764,87443,88440,87051,89679,90788,90640,89984,89685,91210,91777,92656,94125,95058,95691,95807,97579,99194,99274,101328,103451,104167,105181,107087,107196,108758,111002,110575,111738,112770,112640,114790,116432,116224,118384,119557,120184,122537,121804,124589,126462,124802,125750,126948,126740,128642,130613,131667,134206,135090,136514,138089,139509,139609,140866,142093,143058,144393,145146,145769,146582,147494,149053,147993,150059,150647,151321,151667,152692,154957,154599,156269,158523,158554,160992,160799,162638,164438,165295,166770,168091,170399,170931,173061,173605,175080,174669
13,Services,138680,139959,140540,141513,142804,144348,145080,146096,147429,148251,149182,150399,150762,151224,151924,153272,154038,154129,154325,154422,155121,156117,157201,157444,158260,158508,159868,161008,162120,162545,162517,162862,164090,165564,166859,167805,168474,169183,170205,171601,172959,173438,174015,174661,175742,176536,177925,178322,178602,179138,179969,180999,181374,182810,184253,185729,186598,187903,188861,190328,191646,192774,194386,195251,196480,198082,198954,200058,201491,202517,203832,205082,206126,207070,207910,209722,211149,212299,213719,214961,216426,218360,220200,221633,222412,223591,225187,226796,228249,229646,231292,231792,233509,234932,237092,239096,240258,240404,241860,243405,244719,246736,248580,250397,251747,252941,254524,256765,259909,261194,264604,266818,268498,272168,273657,275644,277906,279997,282255,284181,286067,288631,289784,292660,296257,298102,299452,301947,304631,307886,310502,311608,314943,318990,318835,321366,324094,326589,328791,331448,335027,336058,337947,341079,342405,345711,347803,350394,353671,356149,358667,362347,364182,367388,369691,375449,377742,380278,385593,387485,388067,391437,395311,398508,400552,405170,409186,412729,414658,417718,420843,423853,427596,432091,434104,437162,443214,445529,448696,449807,452792,455630,460666,466533,471892,477042,480157,485202,490493,496714,499276,507077,511615,518533,521444,526833,532030,537259,541157,544100,548063,557124,562136,570257,576658,577526,583339,586542,590126,595044,601970,608343,614748,618525,627480,636031,642668,649516,651260,656365,663869,668927,678935,682510,687564,695501,699714,706268,714042,725391,735002,744060,749277,757822,760835,770802,777933,784729,788838,795499,802941,809508,815369,826679,835034,844691,848797,860006,866963,879550,887186,893061,903513,908250,919140,917722,925128,937826,950067,960441,975219,992781,1001368,1019033,1020359,1022606,1033963,1041180,1053437,1066602,1070402,1076483,1084256,1093207,1100008,1112488,1118830,1128541,1136216,1143969,1149083,1162040,1171923,1184526,1195087,1215190,1226213,1231973,1250587,1257332,1268116,1279366,1284337,1296716,1314692,1331060,1341538,1350118,1353882,1366114
14,    Household consumption expenditures (for services),134064,135299,135830,136762,138009,139505,140190,141161,142448,143227,144116,145302,145654,146092,146800,148166,148947,149074,149269,149381,150100,151102,152209,152479,153313,153585,154863,155896,156911,157278,157230,157542,158707,160120,161350,162258,162907,163597,164635,166057,167440,167942,168547,169222,170323,171141,172559,172941,173197,173704,174467,175431,175736,177082,178449,179848,180635,181867,182759,184166,185309,186373,187964,188824,190040,191657,192512,193603,195038,196054,197371,198614,199638,200563,201323,203032,204357,205393,206705,207848,209202,211043,212781,214151,214898,216035,217649,219282,220755,222188,223849,224370,226108,227554,229737,231710,232805,232896,234238,235676,236885,238757,240472,242159,243386,244464,245929,248073,251186,252474,255883,258102,259774,263430,264894,266849,269066,271105,273328,275230,277063,279579,280659,283446,286994,288744,290003,292388,294951,298141,300633,301601,304860,308890,308667,311136,313791,316130,318204,320734,324253,325311,327232,330277,331439,334623,336597,339081,342253,344591,346956,350458,352124,355170,357301,362815,365441,367877,373059,374928,375573,378664,382695,385886,387827,391758,395667,398914,401596,404597,407344,410140,414060,418046,420239,423496,429214,431556,434501,435427,438284,440803,445631,451194,456391,461225,464695,469603,474685,480899,483280,490823,495595,502168,505042,510669,515442,520310,523723,526766,530739,539655,544352,551937,557849,558586,564573,567847,571266,576128,583088,589420,595923,599390,608149,616320,622523,629555,631435,636517,644172,648658,658498,661703,666536,673769,677807,684301,691796,703314,712820,721591,726747,734757,737554,747651,754539,760820,765031,771385,777855,784167,789796,800887,809233,818519,822869,834123,841062,852852,859958,865024,875339,879970,890622,888840,895748,907645,919755,929906,944575,961398,969410,986882,988300,989860,1001243,1008218,1020102,1032407,1036205,1041858,1049539,1057646,1063791,1076137,1082142,1091611,1099332,1106838,1111855,1124159,1133675,1146093,1156374,1176052,1187213,1192684,1210685,1217779,1228941,1239585,1244419,1256169,1273906,1290159,1300139,1308090,1311463,1323451
15,        Housing and utilities,51035,51315,51586,51851,52124,52536,52981,53411,53802,54159,54537,54841,55170,55491,55730,55951,56177,56445,56709,56991,57401,57849,58272,58460,58569,58710,59106,59591,60056,60279,60415,60565,60943,61380,61817,62188,62524,62851,63179,63517,63858,64220,64558,64914,65363,65827,66300,66603,66907,67193,67243,67260,67312,67732,68244,68741,69067,69309,69571,69908,70275,70642,70931,71197,71465,71829,72207,72593,73032,73499,73915,74198,74438,74690,75127,75613,76090,76481,76839,77199,77607,78050,78476,78811,79121,79437,79817,80232,80641,81007,81344,81688,82155,82660,83144,83465,83717,83998,84500,85081,85656,86073,86434,86798,87445,88148,88856,89420,90237,90295,90885,91032,91403,92061,92628,93526,94214,94800,95624,96276,97059,97737,98341,98893,99456,100225,101348,102166,103078,103731,104538,105213,105735,106239,106663,107340,107894,108584,109586,110434,111392,112170,112931,114095,114702,116045,116775,117764,118592,119541,120403,121054,122447,123564,123960,124919,125831,126681,127909,128862,129527,130339,131298,132266,133150,134887,136154,137316,137750,138471,139458,140341,142020,143022,143769,145225,146958,147561,148557,148690,150470,151274,152723,154948,156139,158216,159250,160676,162457,165033,164737,167026,167617,169847,172447,175064,174237,175389,177147,178751,180262,181530,181505,184518,186702,186313,187872,189325,191054,192323,194121,196667,198721,201220,204704,206937,209463,211156,209868,211481,212182,216179,219157,221242,223016,226159,224930,228838,231259,235833,236307,238606,241310,243845,243667,246752,249776,251818,254222,257950,260823,264705,261661,265924,267903,270588,271598,276358,280009,285256,287314,288698,289914,296738,302696,301411,304894,312724,314920,318198,320146,325531,329095,333176,333239,332006,337293,338884,348300,356624,355245,357109,360559,366465,365274,373856,378057,377473,379893,381213,379855,385576,387163,388979,392404,397482,401549,400335,402186,405711,410076,417476,413497,416659,422087,429267,428240,429483,432571,447471
16,        Health care,14375,14466,14548,14642,14731,14808,14866,14935,15017,15112,15195,15279,15397,15510,15735,15958,16187,16125,15992,15896,16072,16322,16565,16609,16596,16592,16733,16915,17098,17142,17171,17191,17304,17421,17541,17738,17930,18126,18359,18588,18811,19050,19256,19482,19711,19917,20131,20269,20373,20476,20558,20657,20760,20863,20982,21087,21222,21361,21515,21875,22296,22670,23047,23398,23745,24064,24420,24757,25005,25236,25472,25682,25910,26114,26159,26209,26252,26121,25957,25798,25849,25896,25960,26223,26423,26662,27108,27578,28050,28552,28891,29302,29725,30209,30693,30946,31069,31196,31313,31477,31666,31851,31974,32114,32317,32457,32636,33070,33518,34018,34849,35367,36101,36371,36764,37411,37803,38349,39000,39359,39988,40209,40583,40971,41811,42024,42186,42526,42910,43499,43795,44199,44744,46079,45598,46281,46528,47151,47768,48195,48853,49488,50328,50950,50738,51231,51801,52128,53166,53352,54128,54634,55133,55373,55875,57142,57095,57471,58292,58874,58907,59330,60055,60761,61092,61692,62070,62473,63517,64401,65418,65916,66439,67082,67497,67985,68685,69262,69733,70170,70975,71885,72711,73365,74665,75807,76492,77297,78491,79579,79869,81858,83338,85007,85258,86810,87888,88459,88878,89148,90542,92842,94144,95686,96216,97010,98757,99795,100314,100906,102313,103400,104352,104687,107086,107354,108763,109430,110967,112359,115637,116416,117498,118214,118226,119106,120030,121645,123617,125294,126836,128543,129306,130726,131664,132761,133926,136193,136945,138613,141014,141365,142601,144284,146182,147766,150258,150900,151858,155365,156199,158280,161892,161899,163529,164412,165183,167446,170445,174066,179509,180960,183527,187058,187735,191881,194623,196762,199003,201311,203888,206533,208076,208571,211971,212599,213483,215450,217156,219101,221042,223147,226064,228326,230450,232836,235740,239395,241525,243150,246055,247731,250704,252080,253750,257052,257935,260839,262767,263906
17,        Transportation services,8323,8388,8450,8514,8579,8662,8749,8844,8896,8939,8987,9023,9066,9099,9108,9113,9124,9144,9172,9199,9235,9267,9306,9318,9332,9346,9393,9455,9508,9541,9566,9597,9658,9726,9792,9840,9875,9914,9982,10069,10149,10171,10174,10176,10212,10255,10295,10337,10365,10400,10439,10484,10527,10568,10629,10675,10744,10803,10874,10941,11021,11095,11145,11196,11249,11299,11379,11452,11514,11568,11620,11662,11696,11728,11811,11910,12008,12103,12179,12267,12351,12443,12537,12565,12575,12601,12706,12851,12978,13006,13013,13034,13207,13426,13648,13760,13831,13892,13934,13993,14053,14172,14307,14436,14534,14619,14704,14840,15064,15186,15313,15466,15623,15795,15948,16089,16241,16394,16593,16753,16957,17129,17301,17521,17723,17931,18050,18213,18433,18680,18806,18984,19316,19401,19485,19393,19771,19957,20145,20346,20541,20448,20695,21030,21040,21223,21304,21817,21932,22390,22689,22863,22988,23209,23365,23493,23848,23983,24138,24201,24266,24389,24535,24671,24923,25021,25289,25265,25436,25613,25661,25776,25914,26065,26092,26229,26355,26446,26618,26727,27015,27435,27644,27852,28011,28373,28533,28832,29116,29430,29362,30052,30259,30418,30693,30617,31620,32017,32247,32836,32738,33203,33601,34282,34686,34828,35160,35575,35656,35958,36185,36273,36870,36998,37535,38139,38315,39632,40365,40543,41072,40883,41643,42435,42863,42780,43061,43155,42824,43750,44586,45007,44717,45253,45386,45823,46281,46937,45958,45876,46903,48266,49250,49460,49909,50382,50686,51220,52025,52727,53941,53696,54722,54039,53803,54002,52962,54535,55542,56029,56533,57118,56428,58688,59504,59228,59164,59323,58638,58542,60279,60190,61023,60703,60670,60209,59861,60101,60149,60640,60655,61458,61913,62461,62815,63000,63545,64147,64702,64413,65796,65788,67534,67998,69319,70345,71360,72362,72983,74190
18,        Recreation services,5566,5638,5723,5797,5879,5947,5968,6010,6050,6105,6157,6210,6285,6351,6389,6419,6458,6453,6497,6518,6546,6584,6610,6651,6707,6746,6777,6821,6850,6892,6927,6962,7051,7143,7228,7233,7217,7207,7319,7476,7621,7571,7470,7385,7430,7514,7589,7658,7685,7719,7721,7718,7728,7909,8119,8327,8213,8035,7913,8024,8216,8418,8427,8344,8293,8307,8365,8441,8571,8698,8819,8849,8859,8869,8875,8895,8899,8914,8936,8952,9017,9098,9171,9221,9228,9265,9371,9508,9646,9731,9785,9860,9998,10152,10307,10356,10420,10457,10373,10251,10164,10370,10690,10976,10770,10431,10161,10350,10875,11160,11222,11334,11450,11963,11631,11784,12211,12076,12295,12431,12340,12588,12798,12859,13057,12934,12862,12894,13088,13209,13214,13257,13489,13996,13544,13842,13818,13930,14027,14128,14213,14241,14277,14518,14666,14576,14556,14841,14907,15036,15107,15139,15325,15741,15668,15851,15816,15728,16028,16066,16146,16119,16293,16473,16583,16782,16868,17049,17306,17727,17744,17774,18016,18825,18295,18401,18808,18837,19152,19292,19424,19520,19823,20086,20518,20644,21241,21398,21477,21922,22232,23089,23081,23065,23023,22877,23158,23441,23598,23811,23993,24480,24633,24672,25090,25104,25326,25641,25878,26160,26386,27141,27767,27518,27762,28650,28325,28015,28191,28355,29436,29275,29683,29973,30414,30720,31074,31286,31329,31689,31974,31927,32232,32677,33300,33249,33595,33758,33987,34487,35020,35099,35669,36135,36342,36555,37003,37337,37503,38017,38082,37938,38642,39045,39510,39590,39899,40209,40632,41226,41906,42455,42991,43940,44625,44698,44724,45523,46366,47755,48145,48096,48356,48666,49282,49276,49924,50755,51350,51064,51531,52368,52666,53373,53385,54127,54392,54759,56537,55773,56817,57844,59114,59486,59886,60134,60978,61883,62255,62444
19,        Food services and accommodations,18784,19178,18884,18988,19400,20006,19882,20003,20394,20271,20255,20812,20480,20245,20161,20729,20703,20541,20562,20420,20389,20465,20690,20428,20842,20654,20940,20819,20729,20797,20698,20877,21047,21291,21359,21513,21609,21725,21739,21957,22161,22027,22241,22429,22684,22549,23055,22904,22860,22999,23173,23455,23013,23146,23232,23352,23232,23600,23548,24056,24111,24227,24742,24553,24669,25217,24961,24934,25224,25017,25233,25643,25978,26162,25993,26663,26967,26971,27377,27566,27550,27955,28279,28705,28727,29031,29281,29372,29302,29555,30276,29797,29943,29619,30035,30677,30831,29964,30211,30377,30363,30769,30994,31147,31299,31437,31825,32266,32868,33389,34145,34188,34117,34294,34735,35171,35397,35642,35723,35462,35864,36240,35986,37027,37299,37707,37514,37788,37878,38505,39098,38623,39652,40546,40652,41109,41948,41930,41946,42202,42639,42273,42436,42152,42370,42538,42678,42663,43341,43709,43791,44717,44019,44689,45116,45934,46373,46697,48005,47791,48136,48808,49348,49592,49855,50213,50566,51242,52229,52768,53194,53075,53539,53896,54512,55407,56669,57324,57844,57528,57702,57660,58189,59428,59515,60226,60618,61642,61955,62733,63628,64070,65025,65975,65615,66788,67983,69315,68378,69071,69421,71500,73090,73689,75034,74641,75610,76028,76762,77469,78881,79281,79727,79734,79589,80859,82932,86041,85426,85168,86305,85321,86199,85551,85246,85212,87439,87136,87950,89766,92978,94221,94625,96712,98674,100028,101274,101635,103033,104347,104151,106567,110485,108390,107988,109207,109431,111577,113285,114158,117520,118294,120313,116712,118354,118766,119412,120248,120811,122131,123368,125230,126296,129016,131112,131209,132590,133334,134239,134010,133579,134374,135820,136269,134935,135516,134509,138931,137946,139670,141073,142307,144065,144812,144822,147155,147295,147516,149291,149876,151127,151131,151721,153062,154584,154237,156418,157246,159034,154867
20,        Financial services and insurance,11432,11568,11705,11833,11957,12062,12155,12245,12387,12535,12679,12732,12765,12796,12896,13017,13136,13211,13271,13328,13321,13312,13305,13499,13756,14021,14190,14321,14438,14340,14207,14102,14234,14432,14629,14619,14551,14492,14640,14855,15058,15016,14877,14773,14776,14836,14871,14861,14774,14728,14801,14914,15026,15232,15431,15647,15904,16188,16479,16439,16447,16363,16521,16704,16911,17169,17414,17636,17690,17736,17749,17855,17936,18062,18162,18273,18371,18532,18663,18825,19159,19516,19889,20071,20271,20452,20530,20597,20663,20710,20749,20767,20684,20555,20451,20720,21055,21348,21465,21508,21593,21878,22299,22709,22800,22868,22922,22961,23074,22806,23515,24567,24665,26145,26242,25658,25917,26431,26509,26850,26409,26743,26321,26615,27644,27741,27549,27930,28239,28691,29169,28799,28907,29166,29214,29273,29714,29944,29788,30134,31215,31303,31013,31613,31797,32395,32577,32816,32776,32819,33060,33803,33358,33462,33416,34755,35224,35843,36354,36415,36128,36695,37329,38144,37593,37579,38503,38910,38569,38708,38721,39118,39629,39812,39982,40040,40784,41245,41365,41257,40934,40776,41594,41919,42542,43444,44092,45178,46074,46557,47630,48114,49156,50835,50581,50817,51327,51815,51874,51723,51933,53337,53968,54380,54701,55659,54976,55072,55134,55764,56697,57228,58167,58174,58843,60642,60571,60645,60990,62256,63168,64119,66158,66507,67324,68773,70147,70447,71633,72446,74253,76862,77485,76911,76381,78219,78112,79267,79565,79435,77656,74842,76318,82388,85877,87732,86761,86910,86800,86282,84579,86537,86375,88165,88579,85830,87495,88944,90321,91547,94152,97749,100214,100535,100716,98243,98544,99154,98360,97866,97869,97344,96036,96208,99709,101352,102971,103915,106521,106958,108776,109146,111218,116458,118754,124986,126908,127549,134722,136588,135152,133273,133043,136779,143536,148345,152608,150339,144998,142315
21,        Other services,24549,24748,24934,25137,25339,25484,25588,25713,25903,26105,26306,26405,26493,26601,26781,26979,27162,27156,27064,27029,27136,27303,27462,27513,27512,27517,27725,27973,28231,28288,28247,28248,28469,28726,28985,29128,29203,29282,29417,29595,29783,29889,29971,30061,30147,30243,30318,30311,30234,30188,30531,30944,31371,31632,31814,32018,32254,32570,32859,32922,32944,32959,33151,33433,33707,33772,33766,33789,34002,34299,34564,34724,34821,34937,35196,35469,35770,36269,36754,37242,37668,38084,38469,38554,38554,38587,38835,39145,39475,39628,39791,39921,40396,40934,41458,41787,41880,42043,42442,42990,43392,43644,43775,43979,44220,44506,44826,45165,45550,45620,45954,46148,46415,46801,46946,47210,47282,47413,47583,48099,48447,48934,49329,49562,50004,50181,50495,50870,51325,51826,52012,52526,53017,53464,53510,53897,54119,54633,54944,55296,55400,55388,55552,55918,56127,56616,56905,57052,57539,57745,57779,58248,58855,59132,59900,60721,61255,61473,62332,62718,62463,62984,63836,63979,64632,65585,66217,66659,66789,66909,67149,68138,68503,69345,70092,70209,70955,70880,71232,71763,71763,72253,72949,73596,75001,74516,74470,74581,75115,75645,75821,76614,77118,77020,77425,77694,79229,79874,81600,81426,81850,82762,83412,84710,85419,85030,86873,86411,86469,87546,88508,89429,90319,91059,92631,93739,94154,94636,95629,96355,96372,96465,98161,97782,99447,101020,101128,101796,103186,104535,105887,106425,107071,108633,108481,110818,111576,111211,111321,110678,112288,113323,113811,114308,115033,116290,117132,119820,119582,121046,122322,121583,123481,123373,124150,124827,125903,123538,127085,126708,128960,132354,130859,134468,131369,132595,134303,135237,135197,136299,137200,138213,139670,140764,141949,143330,143338,144986,146317,148192,148921,150156,150586,151685,153744,156467,157784,158983,161721,162269,163919,166342,168806,170104,170744,170778,172600,175937,176855,178258
22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs)1,4616,4659,4710,4751,4795,4843,4889,4935,4981,5024,5066,5097,5108,5132,5124,5106,5091,5055,5056,5041,5022,5014,4992,4966,4947,4922,5004,5113,5210,5267,5287,5320,5382,5444,5508,5547,5566,5586,5570,5544,5518,5496,5468,5439,5419,5395,5366,5381,5405,5434,5502,5568,5639,5728,5804,5881,5962,6036,6102,6163,6338,6401,6421,6427,6440,6425,6442,6455,6453,6463,6462,6468,6488,6507,6588,6690,6792,6906,7013,7113,7224,7318,7419,7482,7514,7556,7539,7514,7494,7458,7443,7422,7401,7378,7355,7386,7454,7508,7622,7729,7833,7979,8109,8238,8361,8476,8595,8693,8723,8720,8722,8716,8724,8739,8764,8794,8840,8891,8927,8951,9004,9052,9126,9214,9263,9358,9449,9559,9679,9745,9869,10007,10083,10100,10168,10230,10303,10459,10587,10714,10774,10746,10716,10802,10966,11089,11206,11313,11418,11557,11711,11889,12058,12218,12391,12634,12301,12401,12534,12556,12494,12773,12616,12622,12725,13412,13519,13815,13062,13120,13499,13713,13536,14045,13865,13666,14000,13973,14195,14380,14508,14826,15035,15339,15501,15817,15462,15599,15808,15814,15996,16253,16020,16366,16403,16164,16589,16949,17434,17333,17324,17469,17784,18320,18808,18941,18766,18696,18860,18916,18882,18923,18825,19135,19330,19711,20145,19961,19825,19848,19697,20269,20437,20807,21027,21732,21907,21967,22245,22077,22182,22469,22530,23065,23281,23151,23394,23909,23807,24114,25086,25341,25573,25792,25801,26171,25928,25883,25901,26697,27228,28036,28174,28279,28518,28882,29379,30181,30311,30535,30644,31383,31958,32151,32060,32746,32720,32962,33335,34195,34197,34625,34716,35561,36217,36351,36688,36930,36883,37131,37228,37881,38249,38433,38713,39137,39000,39289,39903,39552,39175,39781,39918,40546,40786,40901,41400,42028,42419,42663
