Table 2.3.5U. Personal Consumption Expenditures by Major Type of Product and by Major Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,        Gross output of nonprofit institutions2,13367,13472,13581,13677,13780,13881,13959,14044,14140,14240,14335,14422,14521,14609,14756,14902,15047,14912,14770,14642,14748,14934,15100,15067,15003,14937,15213,15555,15894,15968,15927,15919,16037,16175,16317,16456,16551,16646,16722,16780,16841,16906,16963,17015,17088,17149,17208,17318,17430,17555,17721,17897,18071,18259,18428,18598,18768,18933,19097,19312,19694,19915,20030,20101,20193,20221,20328,20416,20449,20474,20499,20681,20893,21102,21323,21553,21773,21999,22193,22389,22618,22813,23031,23255,23427,23640,23824,24029,24228,24361,24438,24524,24634,24807,24983,25178,25335,25502,25803,26143,26484,26862,27169,27480,27806,28075,28378,28702,28898,29046,29455,29790,30211,30212,30327,30665,30887,31197,31632,31856,32269,32403,32746,33036,33679,33904,34088,34428,34796,35280,35563,35919,36297,37211,36673,37161,37286,37779,38276,38601,38981,39212,39573,40040,40119,40731,41273,41537,42347,42532,43139,43524,43924,44099,44487,45533,45523,45654,46393,46633,46472,47054,47447,47797,47969,48929,49015,49352,49014,49597,50634,51103,51058,52099,52174,51907,52852,53223,53936,54383,54845,55542,56209,57408,58270,59601,59223,59549,60379,60791,61359,62455,62844,64071,64417,64911,66165,66690,67809,68099,67793,69606,71118,72790,73514,73882,74380,74604,74958,75550,76546,77385,77667,78061,79272,79909,81366,81763,82555,83737,84493,84884,85567,85771,86246,87709,88318,89513,90983,91741,92600,94333,95441,96939,97615,98069,99025,100579,100436,102152,103937,104587,105348,106695,107639,108929,109601,109846,110737,113533,114765,116657,118191,119404,120538,121008,121695,124189,125984,129022,130625,132631,134347,135564,136904,139037,139938,141646,143406,145294,146642,147695,148549,150372,153475,154845,155145,157215,158420,159796,161074,162963,164914,165978,167501,169424,170379,172850,174002,173901,175126,176271,177778,178896,178858,180742,181395,183645,184619,185354
24,        Less: Receipts from sales of goods and services by nonprofit institutions3,8751,8813,8871,8926,8985,9038,9070,9110,9159,9216,9270,9326,9414,9477,9631,9796,9955,9857,9714,9601,9726,9919,10109,10102,10057,10014,10209,10442,10685,10702,10640,10599,10654,10731,10808,10909,10984,11060,11152,11236,11323,11411,11495,11576,11670,11753,11843,11937,12025,12121,12219,12329,12432,12531,12624,12717,12805,12897,12994,13149,13357,13514,13609,13674,13753,13796,13886,13961,13997,14011,14037,14213,14405,14595,14735,14863,14982,15093,15180,15276,15394,15495,15611,15773,15913,16084,16286,16515,16734,16904,16994,17102,17233,17429,17628,17793,17881,17995,18181,18415,18650,18883,19060,19242,19445,19599,19783,20009,20175,20326,20734,21074,21487,21474,21563,21871,22047,22305,22705,22905,23265,23351,23620,23822,24415,24546,24639,24869,25117,25535,25694,25912,26213,27111,26505,26932,26983,27320,27689,27887,28208,28466,28857,29238,29152,29642,30067,30225,30929,30975,31428,31636,31865,31881,32096,32899,33222,33253,33859,34076,33978,34281,34831,35175,35244,35517,35496,35537,35953,36477,37135,37390,37521,38055,38309,38241,38852,39250,39741,40003,40338,40716,41174,42068,42769,43784,43760,43950,44572,44977,45363,46202,46824,47705,48015,48747,49576,49741,50375,50766,50468,52137,53334,54470,54706,54941,55614,55908,56098,56634,57664,58462,58842,58926,59942,60197,61221,61802,62730,63889,64796,64615,65130,64964,65219,65977,66411,67546,68737,69664,70419,71864,72911,73874,74335,74918,75632,76670,76629,78037,78851,79246,79775,80903,81838,82758,83673,83963,84835,86836,87537,88621,90017,91125,92021,92125,92316,94008,95673,98487,99981,101248,102390,103413,104844,106291,107218,108684,110071,111100,112445,113070,113833,114812,117258,118495,118458,120284,121537,122665,123846,125082,126665,127545,128787,130287,131380,133561,134100,134348,135951,136491,137860,138350,138071,139841,139995,141618,142200,142692
,Addenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,    PCE excluding food and energy4,221665,225482,229553,229335,231781,233307,233189,235444,239268,237112,237504,237124,238709,240826,243150,248607,243354,243226,244101,245080,246830,248527,246960,243984,244238,245772,249592,248843,251390,252175,252897,253779,255703,258346,261414,263494,264178,264061,267107,269214,271828,270579,271669,272427,277029,275159,280078,281929,281664,281014,282927,285012,285223,289764,291471,292203,292779,293330,296093,300417,302126,305224,306082,306854,311806,313926,316554,318540,317555,319793,317946,319924,324612,330203,332496,334760,334696,331110,335591,339057,347121,349141,350897,351958,355452,359544,363472,364131,360759,362937,366780,369716,374880,374660,375758,377101,379438,377423,380746,385873,386092,390114,390793,393377,398143,394882,398646,404442,410590,412659,420915,421513,426532,431127,437066,439733,441391,444445,447299,448185,453291,457430,457085,462239,466646,467938,468529,474019,477854,480583,482050,483727,486187,492326,489633,493460,498567,501731,503823,507574,511521,511676,508810,515256,526763,529939,532949,537882,540424,547616,547871,553550,560476,562819,567409,573920,579315,580606,590487,593037,597110,600895,607766,612629,615805,626299,630785,635399,644984,652421,658828,660225,664106,665498,670018,670034,683170,681108,685984,685349,690433,691641,700397,706720,715338,718195,724761,738551,736629,737618,735565,740077,753578,766037,764328,766728,788005,794188,802494,807417,815637,821818,837254,850280,859458,865027,870534,879273,875094,888964,898035,903088,911754,915895,925346,944311,943308,961974,973000,978046,984948,989126,1003014,1009103,1017292,1029350,1042800,1051287,1044587,1063602,1084018,1103105,1114333,1126951,1128295,1145515,1147342,1160867,1169681,1180914,1180915,1188530,1204272,1208903,1223762,1229418,1243233,1261749,1272829,1277935,1289369,1295414,1321369,1315703,1310354,1302312,1307686,1322964,1349661,1361097,1378781,1410901,1419527,1436829,1448433,1465256,1477207,1478763,1482234,1495082,1507846,1532605,1530716,1524028,1533827,1542282,1549189,1573962,1579748,1581951,1604135,1601060,1621343,1632916,1655003,1671126,1693863,1710926,1727231,1731441,1747098,1766507,1787076,1811508,1834353,1845352,1863686,1887324,1896509,1908562
26,    Energy goods and services5,22550,22693,22686,22510,22786,23014,23015,23075,22880,23537,23856,23038,23264,23412,24435,24459,23933,24230,24081,24222,24526,24315,24576,24683,24451,24192,24202,24668,24672,24819,24701,24483,24631,24515,25013,24745,25134,25392,25690,25626,25541,25484,25380,25587,25916,26303,26533,26966,27321,27350,26846,26404,26678,26122,26416,27142,27122,26536,26496,27647,27298,27501,27569,27753,27509,28084,28170,28634,28622,29285,28343,28600,28433,29070,29344,29681,29799,30229,30552,30241,30489,31025,30972,30897,31156,30936,31226,31721,31993,32256,32306,32641,32900,33029,32855,33501,32984,33727,33029,33331,34640,34411,34477,33702,34167,34365,35355,35360,35645,35946,36002,35697,35480,35933,36179,36737,36788,36602,36770,37017,37410,37903,38700,38482,38577,38786,38937,39330,39425,39893,40124,40254,40989,40420,40586,40868,41046,41245,41664,41478,42215,42378,42251,42921,43576,43635,43650,44020,43708,44283,43725,44363,45414,45285,45440,45030,45153,45618,46519,46460,46698,46388,47200,48225,48459,50134,51205,51986,51332,52159,51875,52448,53752,53461,53863,54582,55953,56837,59192,57141,58104,59793,62361,65370,67635,69091,70386,69465,70752,73151,70043,73400,71520,72237,73487,76718,74858,75825,77921,79552,79250,79456,77908,81273,83728,80164,80801,81606,82457,83729,84422,85766,87728,89552,93389,94301,96110,94198,90934,93049,92041,94067,96292,96765,97404,99356,96631,100363,99496,102466,102089,101939,104141,102316,102399,103534,104129,105706,107020,109236,111712,118857,114373,119252,120336,124133,126323,133792,137446,140181,139541,142325,144393,153351,163352,158081,155802,159432,159413,159795,158711,160931,160840,166721,171150,168287,175045,172314,177527,184700,178380,176025,178629,180512,178080,184423,186583,183915,182295,179510,173963,180696,181326,179902,180767,182263,185967,176980,178514,174163,182574,184993,183942,187124,190367,195864,190703,189781,187334,202814
27,    Market-based PCE6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
28,    Market-based PCE excluding food and energy6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,Personal consumption expenditures by major function (From NIPA table 2.5.x):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,            Personal consumption expenditures,306091,309554,312702,312193,316130,318193,317787,320161,324228,322794,322860,322871,323603,325338,330150,336482,330042,330102,331366,331613,333397,335398,335366,331307,332178,333717,337664,337639,339870,340857,340560,342068,344368,346499,349881,352398,353161,353951,357353,359006,361978,360389,361358,362882,368757,366548,371684,373621,374423,373411,375016,376350,377205,381683,384407,386287,385488,386023,389440,394684,396783,400161,401801,402823,408431,411355,414912,417737,416618,419602,416359,421001,424440,431397,433297,437059,437625,435243,441033,444375,452006,458479,459054,461673,465158,470220,475031,476948,473094,475524,480562,483152,489159,488285,490050,491843,494203,492952,495797,501315,502243,506814,506708,509821,515622,512203,517400,525145,530934,533622,544333,544007,549783,556253,563156,567007,568203,571644,576748,576540,583479,588675,588862,593870,600271,600869,602700,609939,613239,618515,620476,622768,628728,633992,632334,636017,642427,646268,648472,652907,659068,658315,656559,665608,676149,679409,682000,688759,691134,699781,698881,704916,712999,715838,720940,728438,731497,736160,749188,752541,757962,761589,769918,776335,781143,794943,800451,806112,816471,825800,832750,835703,841581,844298,854131,853252,869246,868163,876880,876619,884533,889670,901400,910797,922436,928033,937949,954819,955059,959232,956186,961818,975602,989395,990575,995033,1018937,1026777,1039789,1046958,1054829,1060854,1075758,1092058,1107148,1107695,1114879,1125424,1122700,1140496,1149590,1157982,1168847,1176784,1188960,1211481,1214984,1231325,1238329,1247267,1257068,1263605,1280483,1285687,1294544,1311405,1326983,1336024,1329486,1355131,1377542,1396368,1411964,1425824,1426815,1446954,1452881,1466922,1480617,1496523,1502425,1517821,1531178,1538448,1558800,1575659,1586126,1615572,1633904,1641601,1657250,1666255,1697298,1701393,1708215,1695241,1700079,1718848,1747082,1763778,1780453,1817093,1826815,1851714,1870041,1884239,1902921,1904356,1913765,1934451,1942122,1966640,1965535,1963887,1970646,1988808,1997087,2021248,2024130,2026327,2044491,2048116,2072242,2080123,2104649,2125774,2149261,2161628,2173954,2177039,2202774,2226393,2245902,2276020,2304398,2320429,2334858,2357587,2366269,2393632
30,Household consumption expenditures7,301475,304895,307992,307442,311335,313350,312898,315227,319247,317769,317794,317775,318496,320206,325026,331377,324950,325047,326310,326572,328376,330384,330374,326342,327231,328794,332660,332526,334661,335591,335273,336748,338985,341055,344372,346851,347595,348365,351783,353462,356459,354893,355890,357444,363338,361152,366318,368240,369018,367977,369514,370782,371566,375955,378604,380406,379526,379987,383338,388522,390445,393760,395379,396396,401991,404930,408470,411283,410165,413139,409898,414533,417952,424890,426709,430369,430833,428337,434020,437261,444781,451161,451635,454191,457643,462664,467493,469434,465600,468066,473119,475729,481758,480908,482695,484458,486749,485444,488176,493586,494410,498835,498599,501583,507261,503727,508805,516452,522211,524902,535611,535291,541059,547515,554392,558212,559362,562753,567821,567589,574475,579623,579737,584656,591008,591511,593251,600380,603560,608770,610607,612761,618644,623892,622166,625787,632123,635809,637885,642193,648295,647569,645844,654806,665183,668320,670794,677446,679716,688224,687170,693027,700941,703620,708549,715804,719196,723758,736654,739984,745468,748816,757302,763713,768418,781531,786932,792297,803410,812679,819251,821990,828045,830253,840266,839586,855246,854190,862685,862239,870025,874843,886365,895458,906935,912215,922487,939220,939251,943418,940190,945564,959581,973029,974172,978869,1002348,1009827,1022355,1029625,1037504,1043385,1057974,1073738,1088340,1088754,1096114,1106728,1103840,1121580,1130708,1139059,1150023,1157649,1169629,1191770,1194839,1211364,1218504,1227419,1237371,1243336,1260045,1264880,1273517,1289673,1305076,1314057,1307240,1333054,1355361,1373899,1389434,1402759,1403534,1423803,1429488,1443013,1456810,1472409,1477339,1492480,1505605,1512656,1532999,1549487,1560197,1589689,1608002,1614903,1630022,1638219,1669124,1673113,1679698,1666359,1670700,1688667,1716770,1733243,1749809,1785710,1794857,1819563,1837982,1851493,1870201,1871393,1880430,1900257,1907925,1932015,1930818,1928326,1934428,1952457,1960399,1984317,1987247,1989197,2007263,2010235,2033993,2041691,2065935,2086637,2110261,2122340,2134052,2137486,2163600,2186613,2205985,2235473,2263611,2279528,2293458,2315559,2323851,2350969
31,    Food and beverages purchased for off-premises consumption,61876,61379,60463,60348,61562,61872,61583,61642,62080,62145,61500,62709,61630,61100,62565,63416,62755,62646,63185,62311,62041,62556,63830,62641,63488,63752,63871,64128,63808,63863,62962,63806,64034,63637,63454,64159,63849,64498,64555,64166,64609,64326,64309,64868,65812,65086,65073,64725,65438,65047,65243,64934,65304,65797,66520,66941,65588,66157,66851,66620,67358,67435,68150,68215,69116,69346,70188,70563,70441,70524,70070,72477,71395,72125,71457,72618,73129,73904,74890,75077,74395,78313,77185,78819,78549,79740,80333,81095,80343,80331,81477,80794,81379,80596,81437,81241,81781,81802,82022,82111,81511,82290,81437,82742,83312,82956,83398,85343,84699,85017,87415,86796,87771,89194,89912,90537,90023,90597,92678,91338,92778,93342,93078,93149,95048,94145,95233,96590,95960,98039,98303,98787,101552,101246,102116,101688,102813,103292,102985,103856,105332,104261,105498,107431,105811,105834,105401,106857,107002,107882,107285,107003,107109,107735,108091,109489,107029,109935,112182,113043,114154,114306,114953,115482,116879,118510,118462,118727,120155,121219,122046,123030,123724,125339,130250,128636,130124,130218,131704,134129,135996,138236,138642,138707,139464,140747,142802,146803,147678,148463,150578,148341,150504,151120,152760,151587,156074,156764,159373,159990,159942,159580,160596,160506,163963,162504,163544,164546,165150,167803,167133,169128,169365,171337,170224,172868,175566,175152,174395,176172,180079,180412,181177,179819,179849,182700,187551,184374,185402,189062,191436,191324,193491,196558,196121,197904,201410,200348,203916,206372,209797,210433,212534,210292,214702,222108,216570,220031,223628,223485,228341,228516,231537,232338,234509,234847,236591,236452,238008,242887,242961,245261,246448,248165,250458,250696,250669,253278,254003,254670,255896,258010,256190,259347,258739,262103,261315,263371,262086,264867,266393,266360,269573,267305,268879,272385,269430,273723,268209,271435,273102,274893,274884,277388,279677,279213,280469,280482,282427,282256
32,"    Clothing, footwear, and related services",27558,28351,27995,27816,29134,29143,28604,28358,29125,29061,28873,29275,29831,29023,28751,30632,28494,29316,29320,29251,29026,29763,29035,28714,28715,29357,30340,29009,29821,30010,29941,29999,30027,30422,30721,30609,30735,30222,31234,31796,32035,30815,31022,30925,32197,31214,31465,31597,31348,30881,31780,31773,31434,32400,32299,32771,32442,31908,32533,33461,33072,34018,34153,33802,34980,34835,35016,35294,34954,35477,34922,36159,36043,35848,34529,35571,36103,35197,36251,36097,37658,37827,38300,38371,38992,39360,39075,39286,39011,40041,40195,40104,40374,40534,40550,40099,40564,40460,41308,41368,41208,41710,41316,41962,43186,41544,42553,42944,43235,44010,44731,44748,44879,45630,46634,46725,46086,46606,47381,46328,47384,48075,48033,48346,48884,48501,49249,49717,49030,49563,49062,49875,49252,49818,49178,49171,49698,49685,49867,49661,49755,51032,50580,51638,51860,52181,51298,52988,52996,54079,53309,53624,54371,53440,55135,55352,55002,54984,56351,55935,57582,57252,58221,58432,59250,61442,60717,60498,62287,63186,63611,63277,62918,64046,63872,62803,64415,63928,65141,64516,65899,65541,66260,67050,67460,67051,68125,68212,67945,67465,66068,65438,67819,68958,69221,68047,73033,72138,71703,73244,73018,71771,73655,74594,75017,75176,74433,76091,74344,76559,77513,77802,78158,78996,78817,80053,78976,81717,81340,82514,82160,82349,84619,84745,85109,88163,89870,89990,87928,89866,91711,93114,94465,95599,94483,95573,97659,97080,98260,99923,98296,97271,100470,99261,100512,100716,102614,104744,103841,104544,105933,105075,107148,105956,104778,105591,106576,107159,108284,110826,110274,113239,112615,113568,115565,117403,117405,118918,116832,119600,120120,120641,121247,120817,120054,121102,120209,123769,121990,120977,121518,119754,124115,122641,122479,123808,123978,126800,126218,126002,127743,129494,131483,133963,133844,134503,135090,137136,139561,139879
33,"    Housing, utilities, and fuels",55379,55473,55629,55770,56161,56778,57094,57384,57593,58003,58809,58208,58753,59130,60247,59823,59874,60160,60406,60739,61156,61660,61942,62413,62371,62436,62752,63523,63887,64114,64219,64157,64493,64954,65512,65768,66214,66453,67053,67225,67558,67847,68203,68447,69009,69432,70267,70632,71055,71479,71259,71034,71381,71491,71896,72685,73296,72810,73501,74245,74114,74473,74820,75157,75269,75911,76275,77115,77198,78456,77898,78146,78502,78815,79375,79960,80229,80768,81378,81727,82214,82776,82978,83269,83646,83851,84006,84718,85225,85618,86040,86369,86987,87460,87648,88626,88403,89274,88858,89346,90854,91112,91461,91161,92062,92688,93871,94350,95147,95259,95628,95619,96125,96778,97168,98227,98723,99240,100149,100800,101577,102175,103240,103326,103958,104700,105817,106476,107548,108308,109040,109718,110658,110502,110957,111786,112003,112888,114050,114757,115708,116525,117143,118459,119321,120535,121355,122422,123282,124096,124868,125438,126995,127704,128461,129253,130066,131290,132553,133625,134184,135069,136133,137547,138162,140417,141762,143255,143424,144283,144977,146106,148303,149251,149768,151495,153459,154251,155553,155280,157570,158581,159706,162514,163880,165969,167419,168555,170455,173791,172316,174824,175215,177437,180342,183950,181930,183587,185631,187888,189234,190228,189351,193327,196755,194819,196724,198482,200439,202045,204061,206647,208975,212040,216254,218323,221550,221971,219469,221638,222537,226867,229723,232014,234264,237559,235919,240751,242727,248313,248726,250804,253679,254515,254730,257062,260322,262588,265350,268742,272368,278122,273990,278992,281640,284568,286200,291962,295445,300519,302403,304364,304713,312709,319498,315797,319472,328525,330057,333212,334966,340038,343966,348993,348519,346544,353224,354983,364169,372297,371087,372462,376169,381651,380932,389106,393691,392452,394454,395532,393899,399452,401090,403047,406599,411961,415250,413253,414391,418160,422565,431081,426785,430853,435871,443454,441845,443199,445463,461557
34,"    Furnishings, household equipment, and routine household maintenance",24669,24983,24881,25056,25620,26232,25742,25892,26131,26216,26170,26096,25961,26157,25887,26895,26080,26401,26189,26048,25998,26510,26071,25945,26121,26333,26687,26269,26522,26548,26608,26774,26987,27233,27613,27801,27929,27661,28028,27922,28109,27858,28136,28427,29218,28628,28895,29009,29584,28999,29127,29416,29193,29811,30073,30236,30276,30464,30231,30533,30721,31774,31953,32319,32973,33240,33036,33352,32891,33302,33109,33767,33461,33467,33137,33578,34299,33968,34822,34726,35374,36453,36705,36476,36997,36824,37198,37128,36535,37608,38294,38511,38564,38851,38843,38698,38859,39168,39003,39656,39306,39610,39236,39660,40419,39621,40583,41183,40960,41604,41950,42287,42837,43560,44128,44514,43895,43909,44531,44122,44256,45129,45160,45318,45747,45562,45416,45352,45395,45374,45563,46304,46651,45984,45522,46313,46495,46192,46168,46686,46725,47393,47355,47921,47720,47789,47785,47918,47890,48557,48675,49058,49413,49563,50255,50537,51303,51345,52008,52195,52804,53076,53998,54128,54569,55640,55621,55543,57484,58804,58742,58919,59054,59914,60188,60041,61069,61027,61954,62132,63185,63191,64195,64460,65186,64601,65156,66058,65927,65273,64718,63305,65046,65445,65335,65089,67641,67859,68050,68557,69287,69149,71011,71187,72228,72672,72887,73786,73227,74589,74788,75889,76240,77326,77941,78918,79439,82015,83173,83213,82576,82721,84609,84598,84643,86004,87231,88013,86129,88165,89179,91733,93332,94152,94081,95026,96366,96803,98167,100002,99283,99505,101291,100983,102463,104244,104945,107298,107633,107777,108474,108006,108898,109696,108050,107677,108489,108430,110299,110468,111338,114363,115873,115258,116460,117378,117600,117981,117642,119082,118950,119318,119538,118309,118423,118730,116917,118942,118955,119920,120156,120395,121982,120794,121485,123198,123420,126308,126103,125854,128463,128051,129685,131250,133319,134142,135643,137296,138907,139330
